"0","1467810369","Mon Apr 06 22:19:45 PDT 2009","NO_QUERY","_TheSpecialOne_","@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
"0","1467813985","Mon Apr 06 22:20:37 PDT 2009","NO_QUERY","quanvu","@alydesigns i was out most of the day so didn't get much done "
"0","1467818020","Mon Apr 06 22:21:39 PDT 2009","NO_QUERY","itsanimesh","really don't feel like getting up today... but got to study to for tomorrows practical exam... "
"0","1467822687","Mon Apr 06 22:22:52 PDT 2009","NO_QUERY","xVivaLaJuicyx","@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?"
"0","1467834053","Mon Apr 06 22:25:52 PDT 2009","NO_QUERY","thelazyboy","sleep soon... i just hate saying bye and see you tomorrow for the night. "
"0","1467836873","Mon Apr 06 22:26:33 PDT 2009","NO_QUERY","LeakySpoon"," Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji"
"0","1467839737","Mon Apr 06 22:27:21 PDT 2009","NO_QUERY","JenBah","Is pissed off that there's no ASBA's for a radio station. "
"0","1467843075","Mon Apr 06 22:28:15 PDT 2009","NO_QUERY","darkninja757","sadly is going to bed. "
"0","1467853356","Mon Apr 06 22:30:54 PDT 2009","NO_QUERY","dbmendel","Picked Mich St to win it all from the get go.  Was feeling pretty good about that pick all the way up until......tonight.  A's lost too "
"0","1467857511","Mon Apr 06 22:31:59 PDT 2009","NO_QUERY","fatkat309","@dannyvegasbaby danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!!"
"0","1467861522","Mon Apr 06 22:33:00 PDT 2009","NO_QUERY","bovinemammal","Job Interview in Cardiff today, wish me luck! Got about 3 hours sleep "
"0","1467871223","Mon Apr 06 22:35:35 PDT 2009","NO_QUERY","vcf2","@David_Henrie *thats people mag haha i couldnt fit it all in.. i dont think those pictures ever made it in the magazine tho!  haha"
"0","1467873004","Mon Apr 06 22:36:03 PDT 2009","NO_QUERY","omgitsjo","I miss him.  Can't wait to celebrate the Tar Heel win this weekend though!!"
"0","1467877833","Mon Apr 06 22:37:22 PDT 2009","NO_QUERY","russbaker","@jemcam well i have uni stuff and netball  but after netbal if i've done uni stuff we can"
"0","1467881376","Mon Apr 06 22:38:20 PDT 2009","NO_QUERY","jasminedesiree","@huntermoore I don't want him to ever punch me.  "
"0","1467890079","Mon Apr 06 22:40:38 PDT 2009","NO_QUERY","BATMANNN","@jokerrrr It stillllll hasn't arrived "
"0","1467894600","Mon Apr 06 22:41:51 PDT 2009","NO_QUERY","dreaaa","throat is closing up and i had some string cheese. not a good idea "
"0","1467896996","Mon Apr 06 22:42:32 PDT 2009","NO_QUERY","aeoth","@griffmiester no exchanging for me, my laptop hasn't arrived "
"0","1467901188","Mon Apr 06 22:43:43 PDT 2009","NO_QUERY","bonerjamz","@cococourtney i was just listening to the sweets for the first time in forever! i miss them so much  can we go to chi town for visits plz?"
"0","1467908672","Mon Apr 06 22:45:44 PDT 2009","NO_QUERY","collegepolitico","@duchess_rebecca Man... intervention is soo sad "
"0","1467913111","Mon Apr 06 22:46:57 PDT 2009","NO_QUERY","nssmom","#3 woke up and was having an accident - &quot;It's pushing, it's pushing!&quot; he was crying because he couldn't stop from wetting his pants.  "
"0","1467917718","Mon Apr 06 22:48:17 PDT 2009","NO_QUERY","beccaomgz","@SupaMagg that happened to me saturday night. along with my glittery green lighter! "
"0","1467924273","Mon Apr 06 22:50:11 PDT 2009","NO_QUERY","xll00llx","Uh oh... I think I am getting sick "
"0","1467929230","Mon Apr 06 22:51:34 PDT 2009","NO_QUERY","toritor11","@ddlovato @David_Henrie ummmmm i cant find it. "
"0","1467932208","Mon Apr 06 22:52:25 PDT 2009","NO_QUERY","rachelgab","If he doesn't get better in a few days, he could have something lodged in his belly "
"0","1467936498","Mon Apr 06 22:53:39 PDT 2009","NO_QUERY","jtmal0723","@Anistorm Sorry "
"0","1467944871","Mon Apr 06 22:56:03 PDT 2009","NO_QUERY","MrOtsKrad","@JinxCat Unlike my sister...I still don't have one "
"0","1467948526","Mon Apr 06 22:57:07 PDT 2009","NO_QUERY","omgwtfannie","my lymph nodes are as massive as rahm emanuel's balls right now "
"0","1467951252","Mon Apr 06 22:57:54 PDT 2009","NO_QUERY","kirstenmaree","@nicolerichie I cried so hard when Matthew died "
"0","1467959908","Mon Apr 06 23:00:18 PDT 2009","NO_QUERY","makebelievetree","Evicted "
"0","1467963715","Mon Apr 06 23:01:18 PDT 2009","NO_QUERY","missmadison","@Born_4_Broadway Lost  and it was St. Ignacius Prepatory School. Haha."
"0","1467968402","Mon Apr 06 23:02:36 PDT 2009","NO_QUERY","Themfc","I'm ready for the weekend already. It's only Monday. "
"0","1467972262","Mon Apr 06 23:03:39 PDT 2009","NO_QUERY","Smith_Cameron","@hillary006 I'm sure everyone has ruined my gift to you  Whitney has my serious Cell #...We doing easter as well?"
"0","1467980679","Mon Apr 06 23:06:05 PDT 2009","NO_QUERY","Nasef","well the pc in my living room suffered a fatal partion lost, all my itunes library is gone.. and some docs with pics.... "
